,MAZDA,MAZDA4,"5,  CX-7,  RX-8",,,CAPSA,13TOI,1635220
,MAZDA,MAZDA5,"6,  B2900, B2500",,,CAPSA,13TOI,1635220
,MAZDA,MAZDA6,"ASAHI - IB1600,  MX-6",,,CAPSA,1135,1634798
,MAZDA,MAZDA7,B2300 - B3000 - B4000,,,CAPSA,13TOI,1635220
,MAZDA,MAZDA8,"CX-9, RX-7",,,CAPSA,1135,1634798
,MAZDA,MAZDA8,"CX-9, RX-7",,,CAPSA,13API,1409611
,MAZDA,MAZDA9,DEMIO,,,CAPSA,13TOI,1635220
,MAZDA,MAZDA10,MX-5,,,CAPSA,13TOI,1635220
,MAZDA,MAZDA10,MX-5,,,CAPSA,13TOI,1635220
,Mercedes-Benz,Mercedes-Benz1,190E,,,ENERJET,11D56,1839608
,Mercedes-Benz,Mercedes-Benz2,"300CE,D,E,SD, SE, SEL, SL, TE, ",,,ENERJET,13S85,1839616
,Mercedes-Benz,Mercedes-Benz2,"300CE,D,E,SD, SE, SEL, SL, TE, ",,,ENERJET,15M99 ,1839640
,Mercedes-Benz,Mercedes-Benz3,"350SD, SDL,  400E, SE, SEL,  420SEL",,,ENERJET,11T56,1862901
,Mercedes-Benz,Mercedes-Benz4,"500E, SEC, SEL, SL, ",,,CAPSA,15APCG,1497588
,Mercedes-Benz,Mercedes-Benz5,560SEL,,,CAPSA,15APCG,1497588
,Mercedes-Benz,Mercedes-Benz6,"600SEC, SEL, SL,   C220,  C-320",,,CAPSA,15APCG,1497588
,Mercedes-Benz,Mercedes-Benz7,"B200,  C230, ",,,CAPSA,13WI,140962X
,Mercedes-Benz,Mercedes-Benz8,"E300,  E320,  E350,  E430,  E500",,,CAPSA,15APCG,1497588
,Mercedes-Benz,Mercedes-Benz9,L1113 - LP1419 - LPS1525 - L1113 - L1418 - LS1418,,,CAPSA,13W,149757X
,Mercedes-Benz,Mercedes-Benz10,"ML320, ML430,  ML450,  ML500, ML550",,,CAPSA,13API,1409611
,Mercedes-Benz,Mercedes-Benz11,"R320, R350, R500, S450, S500, S550, S600",,,CAPSA,13WI,140962X
,Mercedes-Benz,Mercedes-Benz12,"S320, S350, S400, S420, S430, ",,,,,
,MITSUBISHI,MITSUBISHI1,"CANTER,  MONTERO 3.2,  NATIVA",,,,,
,MITSUBISHI,MITSUBISHI2,COLT,,,CAPSA,15APCG,1497588
,MITSUBISHI,MITSUBISHI3,"DIAMANTE,  ENDEAVOL,  EXPO,  ",,,CAPSA,13TODI,1634771
,MITSUBISHI,MITSUBISHI4,ECLIPSE,,,ENERJET,11W63  /  13W75,1862928 - 1839632
,MITSUBISHI,MITSUBISHI5,"FUSO/ROSA, GALANT 3.8L",,,ENERJET,11W63  /  13W75,1862928 - 1839632
,MITSUBISHI,MITSUBISHI6,GALANT,,,ENERJET,11W63  /  13W75,1862928 - 1839632
,MITSUBISHI,MITSUBISHI7,L200,,,ENERJET,11W63  /  13W75,1862928 - 1839632
,MITSUBISHI,MITSUBISHI8,LIBERO,,,CAPSA,1135,1634798
,MITSUBISHI,MITSUBISHI8,LIBERO,,,CAPSA,1135,1634798
,MITSUBISHI,MITSUBISHI9,"MIRAGE,  LANCER",,,CAPSA,1135,1634798
,MITSUBISHI,MITSUBISHI9,"MIRAGE,  LANCER",,,CAPSA,1135,1634798
,MITSUBISHI,MITSUBISHI10,MONTERO,,,CAPSA,1135,1634798
,MITSUBISHI,MITSUBISHI10,MONTERO,,,ENERJET,13S85,1839616
,MITSUBISHI,MITSUBISHI11,OUTLANDER,,,ENERJET,15M99,1839640
,MITSUBISHI,MITSUBISHI11,OUTLANDER,,,CAPSA,15MBI,1497596
,MITSUBISHI,MITSUBISHI12,PAJERO,,,CAPSA,15MBI,1497596
,NISSAN,NISSAN1,"AD WAGON,ALMERA,ALMERA Q616,SUNNY",,,CAPSA,15MBI,1497596
,NISSAN,NISSAN1,"AD WAGON,ALMERA,ALMERA Q616,SUNNY",,,CAPSA,15MBI,1497596
,NISSAN,NISSAN2,"ALTIMA - ALTIMA 3.5L, STANZA, VANETTE",,,CAPSA,15MBI,1497596
,NISSAN,NISSAN3,BLUEBIRD,,,CAPSA,15MBI,1497596
,NISSAN,NISSAN3,BLUEBIRD,,,CAPSA,15MBI,1497596
,NISSAN,NISSAN4,"CARDIAN, FRONTIER, PULSAR, SILVIA, ALTMERA",,,CAPSA,15MBI,1497596
,NISSAN,NISSAN5,FIERA,,,ENERJET,11W63 /  13W75,1862928 - 1839632
,NISSAN,NISSAN5,FIERA,,,ENERJET,11W63 /  13W75,1862928 - 1839632
,NISSAN,NISSAN,MARCH,,,ENERJET,11W63 /  13W75,1862928 - 1839632
,NISSAN,NISSAN,"MAXIMA, PRIMERA",,,CAPSA,13WI,140962X
,NISSAN,NISSAN,"MAXIMA, PRIMERA",,,CAPSA,15MBI,1497596
,NISSAN,NISSAN,MURANO,,,CAPSA,13WI,140962X
,NISSAN,NISSAN,PATHFINDER - PATHFINDER R50  3.5L,,,CAPSA,15MBI,1497596
,NISSAN,NISSAN,PATHFINDER - PATHFINDER R50  3.5L,,,ENERJET,15MB90,1862936
,NISSAN,NISSAN,"PATHFINDER R51  DIESEL, PATROL, SEVILLA",,,CAPSA,15MBI,1497596
,NISSAN,NISSAN,QASHQAI,,,CAPSA,15MBI,1497596
,NISSAN,NISSAN,SENTRA L4 1.6 Y 2.0 -- SENTRA L4 2.0L,,,CAPSA,15MBI,1497596
,NISSAN,NISSAN,SENTRA L4 1.6 Y 2.0 -- SENTRA L4 2.0L,,,CAPSA,15MBI,1497596
,NISSAN,NISSAN,"TERRANO, URBAN",,,CAPSA,15MBI,1497596
,NISSAN,NISSAN,TIIDA,,,CAPSA,15MBI,1497596
,NISSAN,NISSAN,VERSA,,,CAPSA,15MBI,1497596
,PEUGEOT,PEUGEOT,307,,,CAPSA,15MBI,1497596
,PEUGEOT,PEUGEOT,407,,,CAPSA,15MBI,1497596
,PEUGEOT,PEUGEOT,407,,,CAPSA,15MBI,1497596
,PEUGEOT,PEUGEOT,505,,,CAPSA,15MBI,1497596
,PEUGEOT,PEUGEOT,505,,,CAPSA,15MBI,1497596
,PEUGEOT,PEUGEOT,607,,,ENERJET,13S85,1839616
,PEUGEOT,PEUGEOT,607,,,ENERJET,13S85,1839616
,PEUGEOT,PEUGEOT,106/205/206/305/306,,,ENERJET,15MB90,1862936
,PEUGEOT,PEUGEOT,106/205/206/305/306,,,CAPSA,15APCG,1497588
,PEUGEOT,PEUGEOT,"207/308/206 (XR,XS,X3,XT,CC,SW) ",,,CAPSA,15APCG,1497588
,PEUGEOT,PEUGEOT,"207/308/206 (XR,XS,X3,XT,CC,SW) ",,,CAPSA,15APCG,1497588
,PEUGEOT,PEUGEOT,"306 (XR, XS, XT)",,,CAPSA,15APCG,1497588
,PEUGEOT,PEUGEOT,"306 (XR, XS, XT)",,,CAPSA,15APCG,1497588
,PEUGEOT,PEUGEOT,"405,  406",,,CAPSA,15APCG,1497588
,PEUGEOT,PEUGEOT,"405,  406",,,CAPSA,15APCG,1497588
,PEUGEOT,PEUGEOT,BOXER 1.9 DSL,,,ENERJET,13W75,1839632
,PEUGEOT,PEUGEOT,BOXER 1.9 DSL,,,ENERJET,13W75,1839632
,PEUGEOT,PEUGEOT,BOXER 2.5D / 2.8D,,,ENERJET,15M99,1839640
,PORSCHE,PORSCHE,911,,,ENERJET,15MB90,1862936
,PORSCHE,PORSCHE,911,,,ENERJET,15MB90,1862936
,PORSCHE,PORSCHE,928,,,CAPSA,13WI,140962X
,PORSCHE,PORSCHE,928,,,CAPSA,11WI,1409603
,PORSCHE,PORSCHE,968,,,CAPSA,15APCG,1497588
,PORSCHE,PORSCHE,CARRERA,,,CAPSA,15APCG,1497588
,PORSCHE,PORSCHE,CAYENNE,,,CAPSA,15MBI,1497596
,PORSCHE,PORSCHE,PANAMERA,,,CAPSA,13WI,140962X
,RENAULT,RENAULT,CLIO,,,CAPSA,1731P,1635239
,RENAULT,RENAULT,DUSTER,,,CAPSA,15MBI,1497596
,RENAULT,RENAULT,FLUENCE,,,CAPSA,15MBI,1497596
,RENAULT,RENAULT,KOLEOS,,,CAPSA,15APCG,1497588
,RENAULT,RENAULT,LAGUNA,,,CAPSA,15MBI,1497596
,RENAULT,RENAULT,LAGUNA,,,CAPSA,15APCG,1497588
,RENAULT,RENAULT,LOGAN,,,CAPSA,15APCGI,1409638
,RENAULT,RENAULT,MEGANE,,,CAPSA,15APCG,1497588
,RENAULT,RENAULT,MEGANE,,,CAPSA,15APCG,1497588
,RENAULT,RENAULT,SCENIC,,,CAPSA,15APCG,1497588
,RENAULT,RENAULT,SCENIC,,,CAPSA,15APCG,1497588
,SEAT,SEAT,CUPRA,,,CAPSA,15APCG,1497588
,SEAT,SEAT,IBIZA,,,ENERJET,13W75,1839632
,SEAT,SEAT,LEON FR,,,ENERJET,13W75,1839632
,SSANG YONG,SSANG YONG,ACTYON,,,ENERJET,15MB90,1862936
,SSANG YONG,SSANG YONG,KORANDO,,,CAPSA,13WI,140962X
,SSANG YONG,SSANG YONG,KYRON,,,CAPSA,13WI,140962X
,SSANG YONG,SSANG YONG,REXTON,,,CAPSA,15MBI,1497596
,SSANG YONG,SSANG YONG,STAVIC,,,CAPSA,13WI,140962X
,SUBARU,SUBARU,FORESTER,,,CAPSA,13WI,140962X
,SUBARU,SUBARU,FORESTER,,,CAPSA,13WI,140962X
